City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nemuro,43.3236,145.575,13.06,99,100,4.73,JP,1689463626
366,kon tum,14.35,108.0,21.77,99,100,0.49,VN,1689463570
367,torghay,49.6339,63.4981,21.73,57,99,5.37,KZ,1689463627
368,playa vicente,17.8333,-95.8167,34.13,55,2,0.69,MX,1689463627
369,northam,51.0333,-4.2167,15.34,87,99,9.94,GB,1689463627
370,hasanpur,28.7167,78.2833,27.11,85,60,2.67,IN,1689463627
371,kalevala,65.2,31.1667,13.93,86,33,1.48,RU,1689463628
372,tazacorte,28.629,-17.9293,23.54,94,100,8.75,ES,1689463628
373,karasburg,-28.0167,18.75,11.52,40,2,2.08,NA,1689463628
374,ubon ratchathani,15.1667,105.1667,22.94,84,100,2.41,TH,1689463628
375,geraldton,-28.7667,114.6,4.23,81,0,5.66,AU,1689463629
376,ambovombe,-25.1667,46.0833,15.82,73,0,2.3,MG,1689463629
377,vostochnyy,55.8167,37.8667,15.1,93,42,2.41,RU,1689463629
378,saipan,15.1355,145.701,30.39,100,40,6.17,MP,1689463630
379,san ignacio de velasco,-16.3667,-60.95,21.34,56,37,1.14,BO,1689463630
380,cabedelo,-6.9811,-34.8339,26.37,85,3,5.39,BR,1689463630
381,vilyuysk,63.7553,121.6247,8.37,83,100,4.25,RU,1689463630
382,ormara,25.2088,64.6357,27.93,77,55,5.95,PK,1689463631
383,nova sintra,14.8667,-24.7167,22.52,79,73,1.15,CV,1689463631
384,tolanaro,-25.0319,46.9987,20.04,73,20,4.12,MG,1689463631
385,guercif,34.2257,-3.3536,28.93,35,57,1.96,MA,1689463632
386,spittal an der drau,46.8,13.5,18.42,98,4,1.96,AT,1689463632
387,itaituba,-4.2761,-55.9836,29.68,48,64,0.37,BR,1689463632
388,kyakhta,50.3508,106.4494,19.11,81,100,1.11,RU,1689463633
389,priargunsk,50.3691,119.1012,19.89,50,3,1.69,RU,1689463633
390,streator,41.1209,-88.8354,27.81,62,2,1.79,US,1689463634
391,perry,37.2506,-83.1999,26.4,92,95,1.09,US,1689463634
392,la plata,-34.9215,-57.9545,11.01,85,86,3.45,AR,1689463634
393,bayanaul,50.7889,75.6956,19.04,42,90,7.95,KZ,1689463635
394,shenjiamen,29.9576,122.298,26.14,93,12,5.64,CN,1689463636
395,aras-asan,8.8908,126.3033,26.11,86,93,2.3,PH,1689463637
396,sao francisco de paula,-29.4481,-50.5836,5.82,97,91,1.54,BR,1689463637
397,zalingei,12.9096,23.4741,22.35,78,99,3.27,SD,1689463637
398,nashville,36.1659,-86.7844,30.62,68,75,5.66,US,1689463638
399,ixtlan del rio,21.0333,-104.3667,28.3,57,52,2.53,MX,1689463638
400,hithadhoo,-0.6,73.0833,27.66,76,0,1.84,MV,1689463638
401,ma'rib,15.4591,45.3253,29.14,36,15,2.68,YE,1689463639
402,bahia honda,22.9036,-83.1592,30.47,66,39,2.69,CU,1689463639
403,hailin,44.5833,129.4167,19.15,94,97,2.79,CN,1689463639
404,axim,4.8699,-2.2405,24.99,88,39,3.48,GH,1689463639
405,lata,40.1629,-8.3327,16.15,92,1,1.58,PT,1689463640
406,sundargarh,22.1167,84.0333,24.62,92,100,1.18,IN,1689463490
407,vuktyl,63.8567,57.3094,12.8,68,6,0.64,RU,1689463640
408,vennesla,58.2694,7.9741,16.27,90,40,3.6,NO,1689463641
409,san rafael,-34.6177,-68.3301,8.04,49,24,3.13,AR,1689463641
410,harstad,68.799,16.5293,12.11,85,25,4.02,NO,1689463641
411,wenchang,30.904,118.4887,24.22,96,76,0.65,CN,1689463609
412,lazaro cardenas,17.9583,-102.2,31.53,64,82,4.26,MX,1689463642
413,nizhniy ingash,56.2,96.53,18.0,94,87,2.15,RU,1689463642
414,qujing,25.4833,103.7833,15.58,65,93,1.6,CN,1689463617
415,koluszki,51.7387,19.8199,23.83,65,4,4.63,PL,1689463642
416,swakopmund,-22.6833,14.5333,11.66,82,0,0.45,NA,1689463643
417,el ksour,35.8961,8.8849,30.67,13,10,3.84,TN,1689463643
418,dwarka,22.2394,68.9678,27.96,78,89,7.8,IN,1689463505
419,praia,14.9215,-23.5087,27.3,78,20,2.06,CV,1689463643
420,port saint john's,-31.6229,29.5448,18.12,51,45,4.61,ZA,1689463644
421,monticello,45.3055,-93.7941,25.97,44,0,6.17,US,1689463644
422,madalena,41.2162,-8.3345,15.17,80,28,0.62,PT,1689463644
423,charters towers,-20.1,146.2667,17.98,72,64,7.72,AU,1689463644
424,goundam,16.4145,-3.6708,33.33,41,7,1.09,ML,1689463645
425,boende,-0.2167,20.8667,24.52,68,12,1.02,CD,1689463645
426,melfi,40.9965,15.6514,23.49,56,0,1.94,IT,1689463646
427,sao tome,0.3365,6.7273,24.32,85,51,3.35,ST,1689463647
428,kourou,5.1552,-52.6478,27.03,85,39,3.54,GF,1689463647
429,zhangye,38.9342,100.4517,22.21,31,2,3.6,CN,1689463648
430,neiafu,-18.65,-173.9833,24.38,73,75,5.66,TO,1689463648
431,tidjikja,18.5564,-11.4271,33.2,36,24,6.05,MR,1689463649
432,otacilio costa,-27.4831,-50.1219,6.28,97,3,0.42,BR,1689463649
433,arinos,-15.9169,-46.1056,26.74,36,57,1.06,BR,1689463650
434,redencao,-4.2258,-38.7306,22.96,97,7,1.1,BR,1689463650
435,monte maiz,-33.2046,-62.6008,8.49,66,65,2.58,AR,1689463651
436,slatina,44.4333,24.3667,24.14,57,0,3.3,RO,1689463651
437,limon,10.0,-83.0333,28.94,84,75,3.09,CR,1689463652
438,mil'kovo,55.6078,37.7956,15.23,92,56,2.73,RU,1689463652
439,baotou,40.6522,109.8222,21.37,42,0,1.48,CN,1689463525
440,peniche,39.3558,-9.3811,18.49,72,2,8.13,PT,1689463652
441,shitanjing,39.2342,106.3439,19.6,22,0,1.93,CN,1689463653
442,al jawf,29.5,38.75,31.57,13,3,4.22,SA,1689463653
443,yarmouth,41.7057,-70.2286,26.26,89,100,4.63,US,1689463653
444,gao,16.6362,1.637,29.16,55,83,5.25,ML,1689463654
445,xiva,41.3783,60.3639,23.99,17,41,5.3,UZ,1689463654
446,ar raqqah,35.95,39.0167,31.48,22,0,5.19,SY,1689463654
447,sur,22.5667,59.5289,29.66,65,10,4.17,OM,1689463655
448,kaa-khem,51.6833,94.7333,20.78,58,98,1.67,RU,1689463655
449,villa gesell,-37.2639,-56.973,5.59,79,34,5.67,AR,1689463655
450,namtsy,62.7161,129.6658,13.42,53,32,2.29,RU,1689463655
451,achacachi,-16.05,-68.6833,7.95,51,1,1.35,BO,1689463656
452,pointe michel,15.25,-61.3833,28.16,77,99,5.4,DM,1689463656
453,miri,4.4148,114.0089,25.08,88,20,1.54,MY,1689463656
454,greenville,35.6127,-77.3663,28.09,100,100,4.12,US,1689463657
455,garagoa,5.0824,-73.3633,16.72,96,56,0.82,CO,1689463657
456,itapipoca,-3.4944,-39.5786,23.45,89,10,2.7,BR,1689463625
457,arteche,12.2645,125.4048,26.35,83,99,3.07,PH,1689463658
458,la'ie,21.6477,-157.9253,28.98,67,7,2.24,US,1689463658
459,quelimane,-17.8786,36.8883,18.33,81,70,0.92,MZ,1689463658
460,khandyga,62.6667,135.6,12.85,64,77,1.52,RU,1689463659
461,waingapu,-9.6567,120.2641,22.61,80,25,3.68,ID,1689463659
462,dudinka,69.4058,86.1778,3.68,80,81,4.8,RU,1689463660
463,aldan,58.6031,125.3894,14.77,62,41,0.35,RU,1689463660
464,hammerfest,70.6634,23.6821,12.25,82,100,2.06,NO,1689463661
465,abepura,-2.6333,140.5833,26.45,78,20,0.0,ID,1689463661
466,lesnoy,57.6198,63.0784,11.88,97,100,3.42,RU,1689463661
467,mali,12.079,-12.2982,16.24,95,98,2.02,GN,1689463661
468,hirara,24.8,125.2833,30.92,84,40,8.23,JP,1689463662
469,dunedin,-45.8742,170.5036,12.67,61,90,0.89,NZ,1689463662
470,belmonte,-15.8631,-38.8828,22.54,89,90,5.69,BR,1689463662
471,porto,41.1496,-8.611,15.58,81,0,3.13,PT,1689463663
472,kayes,14.0,-11.0,28.5,67,51,5.19,ML,1689463663
473,kiunga,-6.1219,141.2906,22.51,93,100,0.89,PG,1689463663
474,mount gambier,-37.8333,140.7667,10.74,74,87,2.58,AU,1689463664
475,awjilah,29.1081,21.2869,27.42,61,2,5.36,LY,1689463664
476,safford,32.834,-109.7076,44.86,12,0,2.06,US,1689463664
477,mana,5.6592,-53.7767,25.72,90,51,3.8,GF,1689463665
478,lundazi,-12.2929,33.1782,12.67,67,0,2.89,ZM,1689463665
479,aitape,-3.1374,142.3475,26.68,85,50,0.91,PG,1689463665
480,palmer,42.1584,-72.3287,28.47,71,100,6.17,US,1689463666
481,duba,27.3513,35.6901,31.42,48,0,0.83,SA,1689463666
482,constitucion,-35.3333,-72.4167,8.74,70,21,4.42,CL,1689463666
483,guane,22.2025,-84.0875,31.19,61,17,3.32,CU,1689463667
484,virginia,37.5481,-77.4467,31.06,77,75,4.63,US,1689463667
485,diapaga,12.0708,1.7889,24.83,83,100,1.0,BF,1689463667
486,ayvacik,39.6011,26.4047,22.93,54,0,3.25,TR,1689463667
487,guigang,23.0964,109.6092,27.28,84,62,1.95,CN,1689463668
488,maumere,-8.6199,122.2111,24.07,82,57,2.1,ID,1689463668
489,ishigaki,24.3448,124.1572,29.07,84,20,6.17,JP,1689463472
490,zhezqazghan,47.7833,67.7667,22.94,40,41,3.35,KZ,1689463669
491,tindouf,27.6711,-8.1474,35.25,17,20,3.6,DZ,1689463669
492,las vegas,36.175,-115.1372,47.09,7,0,4.92,US,1689463565
493,shatsk,54.0258,41.7119,13.17,90,100,3.3,RU,1689463669
494,miandoab,36.9694,46.1027,22.98,54,0,2.04,IR,1689463670
495,paramonga,-10.6667,-77.8333,20.53,83,17,5.09,PE,1689463670
496,gumdag,39.2061,54.5906,26.69,48,97,6.06,TM,1689463670
497,gusev,54.5922,22.1997,18.48,58,88,4.24,RU,1689463483
498,kashgar,39.4547,75.9797,27.56,18,0,6.0,CN,1689463671
499,partenit,44.578,34.3446,22.13,65,2,3.1,UA,1689463671
500,mont-laurier,46.5501,-75.4993,22.79,81,100,1.79,CA,1689463671
501,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,82,75,2.0,RU,1689463672
502,rostovka,55.3842,71.8891,14.37,96,100,5.44,RU,1689463672
503,sidi akkacha,36.4647,1.3026,31.16,58,90,1.33,DZ,1689463672
504,weno,7.4515,151.8468,30.97,74,100,2.57,FM,1689463672
505,lijiang,26.8688,100.2207,13.11,81,100,1.4,CN,1689463673
506,datong,40.0936,113.2914,20.28,47,2,0.69,CN,1689463673
507,soria,41.6667,-2.6667,14.5,97,3,2.08,ES,1689463673
508,ad darb,17.7229,42.2526,32.22,64,44,0.85,SA,1689463674
509,tahe,52.3333,124.7333,23.57,58,75,0.81,CN,1689463674
510,post,33.1909,-101.3782,34.24,34,64,6.48,US,1689463674
511,riachao,-7.3619,-46.6172,27.49,32,16,1.72,BR,1689463625
512,aswan,24.0934,32.907,33.61,16,0,2.06,EG,1689463675
513,taltal,-25.4,-70.4833,16.01,80,69,2.2,CL,1689463675
514,kolwezi,-10.7148,25.4667,14.73,53,0,2.72,CD,1689463676
515,aasiaat,68.7098,-52.8699,3.16,96,100,4.85,GL,1689463676
516,gryazovets,58.88,40.2525,12.23,82,74,2.19,RU,1689463677
517,masterton,-40.9597,175.6575,13.82,77,100,7.92,NZ,1689463677
518,dembi dolo,8.5333,34.8,15.96,72,88,1.28,ET,1689463677
519,grand gaube,-20.0064,57.6608,23.22,74,60,1.34,MU,1689463677
520,nabire,-3.3667,135.4833,24.94,88,72,1.58,ID,1689463678
521,yuzhno-kurilsk,44.0306,145.8556,13.49,97,100,2.0,RU,1689463678
522,miguel ahumada,30.6167,-106.5167,39.25,16,29,5.74,MX,1689463678
523,quellon,-43.1167,-73.6167,5.14,93,0,2.06,CL,1689463679
524,zaozersk,69.4005,32.4476,12.72,96,96,1.14,RU,1689463679
525,fort st. john,56.2499,-120.8529,21.94,60,100,3.09,CA,1689463495
526,yanam,16.7333,82.2167,26.89,82,100,1.94,IN,1689463679
527,camana,-16.6228,-72.7111,17.58,85,20,2.33,PE,1689463680
528,la sarre,48.8002,-79.1996,20.65,83,91,4.04,CA,1689463680
529,olinda,-8.0089,-34.8553,26.85,78,75,3.6,BR,1689463680
530,dauphin,51.1494,-100.0502,17.08,72,20,3.09,CA,1689463680
531,berezovo,63.9381,65.0419,13.09,72,1,2.39,RU,1689463681
532,boa vista,2.8197,-60.6733,28.99,65,40,2.06,BR,1689463681
533,sao vicente,-23.9631,-46.3919,19.99,26,2,0.32,BR,1689463681
534,vilkaviskis,54.6517,23.0322,16.71,66,73,4.36,LT,1689463682
535,flin flon,54.7682,-101.865,12.91,94,100,3.09,CA,1689463682
536,fernie,49.5,-115.0687,30.38,29,65,2.37,CA,1689463682
537,aracoiaba,-4.3711,-38.8142,23.4,92,8,2.18,BR,1689463683
538,kaoma,-14.7833,24.8,10.6,58,0,2.66,ZM,1689463683
539,jaragua,-15.7569,-49.3344,24.86,37,68,0.65,BR,1689463683
540,aqsay,51.1678,52.995,18.26,93,100,5.65,KZ,1689463684
541,rio grande,-32.035,-52.0986,10.06,80,60,2.64,BR,1689463684
542,bereznik,62.8551,42.7072,14.02,85,100,1.56,RU,1689463684
543,hongch'on,37.6918,127.8857,21.9,99,100,1.91,KR,1689463684
544,kyren,51.6828,102.1408,19.16,72,7,0.76,RU,1689463685
545,howrah,22.5892,88.3103,27.0,94,100,2.57,IN,1689463685
546,rotonda west,26.8837,-82.2901,32.21,82,75,3.09,US,1689463685
547,mwene-ditu,-7.0,23.45,20.63,38,47,1.63,CD,1689463686
548,soto la marina,23.7667,-98.2167,36.21,38,78,9.31,MX,1689463686
549,auki,-8.7676,160.7034,26.11,83,100,1.74,SB,1689463686
550,alofi,-19.0595,-169.9187,23.94,73,75,7.2,NU,1689463686
551,nieuw amsterdam,5.8833,-55.0833,26.19,87,40,0.0,SR,1689463687
552,new plymouth,-39.0667,174.0833,15.87,93,91,8.8,NZ,1689463687
553,vila velha,-20.3297,-40.2925,20.53,79,75,0.0,BR,1689463687
554,tamanrasset,22.785,5.5228,28.95,12,0,2.06,DZ,1689463688
555,sittwe,20.15,92.9,25.75,91,100,2.52,MM,1689463688
556,hukumati azrah,34.1736,69.6457,19.28,69,5,0.91,AF,1689463688
557,richards bay,-28.783,32.0377,15.39,61,7,2.82,ZA,1689463688
558,pochinok,54.4068,32.4407,12.13,82,4,1.82,RU,1689463689
559,harrislee,54.8,9.3833,18.72,96,24,2.82,DE,1689463689
560,khor,47.8861,134.9464,14.95,89,100,2.89,RU,1689463689
561,kirensk,57.7853,108.1119,12.47,77,100,0.74,RU,1689463690
562,kavieng,-2.5744,150.7967,28.1,77,95,4.57,PG,1689463690
563,altai,46.3722,96.2583,17.13,41,43,1.07,MN,1689463690
564,inderbor,48.55,51.7833,18.68,69,41,9.7,KZ,1689463691
565,znamenskoye,57.1281,73.8282,12.76,97,100,5.34,RU,1689463691
566,biltine,14.5333,20.9167,31.03,41,62,4.3,TD,1689463691
567,buraydah,26.326,43.975,28.25,9,1,4.72,SA,1689463691
568,yaren,-0.5472,166.916,28.48,72,71,2.34,NR,1689463692
569,middlebury (village),44.0153,-73.1673,27.09,81,0,0.0,US,1689463692
570,clarksville,36.5298,-87.3595,28.94,72,0,5.14,US,1689463609
571,erenhot,43.6475,111.9767,22.39,31,0,2.37,CN,1689463663
572,bodo,67.28,14.405,13.02,76,0,7.2,NO,1689463693
573,ziway,7.9333,38.7167,17.84,74,5,4.82,ET,1689463693
574,colonia,50.9333,6.95,22.2,69,0,4.12,DE,1689463693
575,buenavista del norte,28.3746,-16.861,24.58,70,5,8.52,ES,1689463694
576,prince albert,53.2001,-105.7677,20.97,49,75,4.12,CA,1689463694
577,talara,-4.5772,-81.2719,24.42,78,40,5.14,PE,1689463694
578,tromso,69.6496,18.957,11.01,93,100,4.12,NO,1689463695
579,colonia menno,-22.3667,-59.8167,17.26,40,97,2.43,PY,1689463695
580,kreminna,49.0495,38.2179,15.82,78,11,3.0,UA,1689463696
